domain,url,tag,classes,label_true,label_pred,confidence,text
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.37,"J. Leskovec, A. Singh, J. Kleinberg.

Patterns of Influence in a Recommendation Network.
Proc. Pacific-Asia Conference on Knowledge Discovery and Data Mining
(PAKDD), 2006.


D. Kempe, J. Kleinberg, E. Tardos.

Influential Nodes in a Diffusion Model for Social Networks.
Proc. 32nd International Colloquium on 
Automata, Languages and Programming (ICALP), 2005.


D. Kempe, J. Kleinberg, E. Tardos.

Maximizing the Spread of Influence through a Social Network.
Proc. 9th ACM SIGKDD Intl. Conf. on Kno"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,title,0.33662661150576556,"J. Kleinberg, S. Mullainathan.

Simplicity Creates Inequity: Implications for Fairness, Stereotypes, and Interpretability.
Proc. 20th ACM Conference on Economics and Computation (EC), 2019.



J. Kleinberg, M. Raghavan.

Selection Problems in the Presence of Implicit Bias.
Proc. 9th Conf. on Innovations in Theoretical Computer Science (ITCS), 2018.


J. Kleinberg, J. Ludwig, S. Mullainathan, A. Rambachan.
Algorithmic Fairness.
AEA Papers and Proceedings 108:22-27, 2018.


R. Abebe, J. Kleinberg,"
arxiv.org,https://arxiv.org/abs/2302.00123,div,column sorry-app-links,journal,other,0.7525,"Web Accessibility Assistance


arXiv Operational Status"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.36,"D. Goldberg, S. McCouch, J. Kleinberg.
Constructing comparative maps with unresolved marker 
order.
Proc. Pacific Symposium on Biocomputing, 2002.

 D. Goldberg, S. McCouch, J. Kleinberg.
Algorithms for Constructing Comparative Maps.
Conference on Gene Order Dynamics, Comparative Maps, and Multigene Families,
2000.
(In PDF.)

 J. Kleinberg, D. Liben-Nowell.
The Syntenic Diameter of the Space of
N-Chromosome Genomes.
Conference on Gene Order Dynamics, Comparative Maps, and Multigene Families,
200"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,author,author,0.2975,"J. Leskovec, D. Huttenlocher, J. Kleinberg.
Predicting Positive and Negative Links in Online Social Networks.
Proc. 19th International World Wide Web Conference, 2010.


S. Marvel, J. Kleinberg, S. Strogatz. 
The Energy Landscape of 
Social Balance.
Physical Review Letters 103(19), 2009.

 C. Danescu-Niculescu-Mizil, G. Kossinets, J. Kleinberg, L. Lee.

How Opinions are Received by Online Communities: 
A Case Study on Amazon.com Helpfulness Votes.
Proc. 18th International World Wide Web Conferen"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,journal,title,0.5247550874241307,"B. Laufer, J. Kleinberg, K. Levy, H. Nissenbaum.
Strategic Evaluation: Subjects, Evaluators, and Society.
Proc. 3rd ACM Conference on Equity and Access in Algorithms, Mechanisms, and Optimization (EAAMO), 2023.


B. Laufer, S. Jain, A.F. Cooper, J. Kleinberg, H. Heidari.
Four Years of FAccT: A Reflexive, Mixed-Methods Analysis of Research Contributions, Shortcomings, and Future Prospects.
Proc. ACM Conference on Fairness, Accountability, and Transparency (FAccT), 2022.


J. Kleinberg, M. Raghava"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,journal,title,0.42565313712807246,"J. Kleinberg, S. Oren, M. Raghavan.
Planning Problems for Sophisticated Agents with Present Bias.  
Proc. 17th ACM Conference on Economics and Computation (EC), 2016.

 
J. Kleinberg, S. Oren.

Dynamic Models of Reputation and Competition in Job-Market Matching.
Proc. 6th Conference on Innovations in Theoretical Computer Science (ITCS), 
2015.


L. Blume, D. Easley, J. Kleinberg, R. Kleinberg, E. Tardos.
Introduction to computer science and economic theory.
Journal of Economic Theory 156(2015).
"
arxiv.org,https://arxiv.org/abs/2302.00123,div,header-breadcrumbs-mobile,journal,other,0.8751299212598426,arXiv:2302.00123 (cs)
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,journal,title,0.4758215592972182,"L. Blume, D. Easley, J. Kleinberg, R. Kleinberg, E. Tardos.

Network Formation in the Presence of Contagious Risk.
Proc. 12th ACM Conference on Electronic Commerce, 2011.

F. Chierichetti, J. Kleinberg, D. Liben-Nowell.

Reconstructing Patterns of Information Diffusion from Incomplete Observations.
Advances in Neural Information Processing Systems 24, 2011.


D. Romero, B. Meeder, J. Kleinberg.
Differences in the Mechanics of Information Diffusion Across Topics: Idioms, Political Hashtags, and C"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,title,0.4237623762376238,"J. Kleinberg, A. Liang, S. Mullainathan.

The Theory is Predictive, but is it Complete? An Application to Human Perception of Randomness.
Proc. 18th ACM Conference on Economics and Computation (EC), 2017.


J. Kleinberg, J. Ludwig, S. Mullainathan.
A Guide to Solving Social Problems with Machine Learning.
Harvard Business Review, December 2016.


M. Luca, J. Kleinberg, S. Mullainathan.

Algorithms Need Managers, Too.
Harvard Business Review, 94:1(Jan/Feb 2016).


A. Anderson, J. Kleinberg, S. Mu"
arxiv.org,https://arxiv.org/abs/2302.00123,p,,journal,other,0.7725,arXivLabs is a framework that allows collaborators to develop and share new arXiv features directly on our website.
arxiv.org,https://arxiv.org/abs/2301.00001,div,metatable,journal,other,0.555,"Subjects:

Human-Computer Interaction (cs.HC)

Cite as:
arXiv:2301.00001 [cs.HC]


 
(or 
arXiv:2301.00001v1 [cs.HC] for this version)
          


 
 https://doi.org/10.48550/arXiv.2301.00001


Focus to learn more



                  arXiv-issued DOI via DataCite"
arxiv.org,https://arxiv.org/abs/2302.00123,div,tab,author,author,0.525,"Recommenders and Search Tools






Link to Influence Flower



Influence Flower (What are Influence Flowers?)







Core recommender toggle



CORE Recommender (What is CORE?)





Author
Venue
Institution
Topic"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.335,"J. Kleinberg.

Small-World Phenomena and the Dynamics of Information.
Advances in Neural Information Processing Systems 14, 2001.


J. Kleinberg.

The Small-World Phenomenon and Decentralized Search.
A short essay as part of 
Math Awareness Month 2004, 
appearing in SIAM News 37(3), April 2004


 
J. Kleinberg.

Complex Networks and Decentralized Search Algorithms.
Proceedings of the International Congress of Mathematicians (ICM), 2006."
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,journal,title,0.5588922114711312,"J. Cheng, L. Adamic, A. Dow, J. Kleinberg, J. Leskovec.
Can Cascades Be Predicted?
Proc. 23rd International World Wide Web Conference, 2014.
See also the 
Facebook Data Science blog post about this work.


L. Backstrom, J. Kleinberg, L. Lee, C. Danescu-Niculescu-Mizil.

Characterizing and Curating Conversation Threads: Expansion, Focus, 
Volume, Re-entry.
Proc. 6th ACM Conference on Web Search and Data Mining, 2013.


F. Chierichetti, J. Kleinberg, S. Oren.

On discrete preferences and coordinat"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.3175,"K. Van Koevering, A. Benson, J. Kleinberg.
Frozen Binomials on the Web: Word Ordering and Language Conventions in Online Text.
Proc. 29th International World Wide Web Conference, 2020.


C. Danescu-Niculescu-Mizil, J. Cheng, J. Kleinberg, L. Lee.

You had me at hello: How phrasing affects memorability.
Proc. 50th Annual Meeting of the Association for Computational Linguistics, 
2012.


C. Danescu-Niculescu-Mizil, L. Lee, B. Pang, J. Kleinberg.

Echoes of power: 
Language effects and power differ"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,author,author,0.4275,"J. Kleinberg.  Authoritative sources
in a hyperlinked environment.
Proc. 9th ACM-SIAM Symposium on Discrete Algorithms, 1998.
Extended version in Journal of the ACM 46(1999).
Also appears as IBM Research Report RJ 10076, May 1997.

 D. Gibson, J. Kleinberg, P. Raghavan.
Inferring Web communities from link topology.
Proc. 9th ACM Conference on Hypertext and Hypermedia, 1998.

 S. Chakrabarti, B. Dom, D. Gibson, J. Kleinberg,
P. Raghavan, S. Rajagopalan,

Automatic resource list compilation by
ana"
arxiv.org,https://arxiv.org/abs/2301.00002,td,tablecell comments mathjax,journal,author,0.2825,This article has been accepted by IEEE Transactions on Visualization and Computer Graphics. arXiv admin note: substantial text overlap with arXiv:1905.02586
arxiv.org,https://arxiv.org/abs/2303.00456,div,tab,author,author,0.525,"Recommenders and Search Tools






Link to Influence Flower



Influence Flower (What are Influence Flowers?)







Core recommender toggle



CORE Recommender (What is CORE?)





Author
Venue
Institution
Topic"
arxiv.org,https://arxiv.org/abs/2301.00002,li,,journal,other,0.93,"subscribe to arXiv mailingsClick here to subscribe
 Subscribe"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,p,,year,other,0.455,"Current and former postdocs (and associated visiting scientist / research assistant professor positions):

David M. Liu,

Harini Suresh (2024),

Lydia Liu (2024),

Jonas Juul (2022),

Nate Veldt (2021),

David Robinson (2021),

Hoda Heidari (2020),

Austin Benson (2018),

Flavio Chierichetti (2012),

Jure Leskovec (2009),

Sid Suri (2008),

Gregory Kossinets. (2008),

Mohammad Mahdian (2006),

Frank McSherry (2003),

Anupam Gupta (2001)."
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,h1,,title,other,0.965,Jon Kleinberg
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,journal,title,0.555945652173913,"R. Rotabi, C. Danescu-Niculescu-Mizil, J. Kleinberg.

Competition and Selection Among Conventions.
Proc. 26th International World Wide Web Conference, 2017.


R. Rotabi, K. Kamath, J. Kleinberg, A. Sharma.

Cascades: A view from Audience.
Proc. 26th International World Wide Web Conference, 2017.


D. Romero, B. Uzzi, J. Kleinberg.

Social Networks Under Stress.
Proc. 25th International World Wide Web Conference, 2016.


J. Cheng, L. Adamic, J. Kleinberg, J. Leskovec.

Do Cascades Recur?.
Proc. 2"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.3325,"L. Backstrom, J. Kleinberg, R. Kumar.
Optimizing Web traffic via the Media 
Scheduling Problem.
Proc. 15th ACM SIGKDD Intl. Conf. on Knowledge Discovery and Data Mining,
2009.

 J. Kleinberg.
Temporal Dynamics of 
On-Line Information Streams.
In Data Stream Management: Processing High-Speed Data Streams,
(M. Garofalakis, J. Gehrke, R. Rastogi, eds.), Springer, 2004.

 J. Aizen, D. Huttenlocher, J. Kleinberg, A. Novak.

Traffic-Based Feedback on the Web.
Proceedings of the National Academy of Sci"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.305,"J. Kleinberg.  Single-source unsplittable flow.
Proc. 37th IEEE Symposium on Foundations of Computer Science, 1996.

 J. Kleinberg, R. Rubinfeld.  Short paths
in expander graphs.
Proc. 37th IEEE Symposium on Foundations of Computer Science, 1996.

 A. Aggarwal, J. Kleinberg, D. Williamson.  
Node-disjoint
paths on the mesh, and a new trade-off in VLSI layout.
Proc. 28th ACM Symposium on Theory of Computing, 1996.

 J. Kleinberg, E. Tardos.  Disjoint
paths in densely embedded graphs.
Proc. 36th I"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.39,"E. Anshelevich, D. Kempe, J. Kleinberg.

Stability of Load Balancing Algorithms in Dynamic Adversarial Systems.
Proc. 34th ACM Symposium on Theory of Computing, 2002."
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,journal,title,0.450375,"D. Cosley, D. Huttenlocher, J. Kleinberg, X. Lan, S. Suri.
Sequential Influence Models in Social Networks.
Proc. 4th International AAAI Conference on Weblogs and Social Media, 2010.





D. Liben-Nowell, J. Kleinberg.
Tracing
  Information Flow on a Global Scale Using Internet Chain-Letter
  Data.  Proc. National Academy of Sciences,
  105(12):4633–4638, 25 March 2008.
  
    We are interested in gathering additional data about the spread
    of the chain-letter petitions described in this paper"
arxiv.org,https://arxiv.org/abs/2303.00456,div,browse,year,other,0.445,"Current browse context: cs.CL


< prev

  |   
next >


new
 | 
recent
 | 2023-03

    Change to browse by:
    
cs
cs.SD
eess
eess.AS"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.4475,"J. Kleinberg.  On-line search in a simple
polygon.  Proc. 5th ACM-SIAM Symposium on Discrete Algorithms, 1994.

 J. Kleinberg.  A lower bound for two-server
balancing algorithms.  Information Processing Letters 51(1994)."
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,title,0.4611623376623377,"D. Easley, J. Kleinberg.

Networks, Crowds, and Markets: Reasoning About a Highly Connected World.
Cambridge University Press, 2010.




This book is based on an inter-disciplinary course that we teach entitled 

Networks.  
The book, like the
course, is designed at the introductory undergraduate
level with no formal prerequisites. To support deeper
explorations, most of the chapters are supplemented with
optional advanced sections.



There is an on-line edX course 
based on the book:
Networks,"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,author,title,0.5734456521739131,"J. Gaitonde, J. Kleinberg, E. Tardos.

Polarization in Geometric Opinion Dynamics.
Proc. 22nd ACM Conference on Economics and Computation (EC), 2021.


J. Gaitonde, J. Kleinberg, E. Tardos.

Adversarial Perturbations of Opinion Dynamics in Networks.
Proc. 21st ACM Conference on Economics and Computation (EC), 2020.


R. Abebe, L. Adamic, J. Kleinberg.

Mitigating Overexposure in Viral Marketing.
Proc. 32nd AAAI Conference on Artificial Intelligence (AAAI-18), 2018.


M. Raghavan, A. Anderson, J."
arxiv.org,https://arxiv.org/abs/2303.00456,div,full-text,title,author,0.6025,"Full-text links:
Access Paper:


View a PDF of the paper titled N-best T5: Robust ASR Error Correction using Multiple Input Hypotheses and Constrained Decoding Space, by Rao Ma and 3 other authorsView PDFTeX Source
 
view license"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.3575,"L. Backstrom, D. Huttenlocher, J. Kleinberg, X. Lan.

Group Formation in Large Social Networks: Membership, Growth, and Evolution.

Proc. 12th ACM SIGKDD Intl. Conf. on Knowledge Discovery and Data Mining,
2006.


J. Leskovec, A. Singh, J. Kleinberg.

Patterns of Influence in a Recommendation Network.
Proc. Pacific-Asia Conference on Knowledge Discovery and Data Mining
(PAKDD), 2006.


D. Kempe, J. Kleinberg, E. Tardos.

Influential Nodes in a Diffusion Model for Social Networks.
Proc. 32nd Inte"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,journal,title,0.5283215592972182,"D. Kempe, J. Kleinberg, S. Oren, A. Slivkins.

Selection and Influence in Cultural Dynamics.
Proc. 14th ACM Conference on Electronic Commerce, 2013.

J. Ugander, L. Backstrom, C. Marlow, J. Kleinberg.

Structural Diversity in Social Contagion.
Proc. National Academy of Sciences, 109(16) 5962-5966, 17 April 2012.


K. Bhawalkar, J. Kleinberg, K. Lewi, T. Roughgarden, A. Sharma. 
Preventing Unraveling in Social Networks: 
The Anchored k-Core Problem,
Proc. 39th International Colloquium on 
Automat"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.3425,"R. Abebe, J. Kleinberg, D. Parkes.

Fair Division via Social Comparison.
Proc. 16th Intl. Conf. on Autonomous Agents and Multiagent Systems (AAMAS), 2017
.


G. Pleiss, M. Raghavan, F. Wu, J. Kleinberg, K. Weinberger.

On Fairness and Calibration.
Advances in Neural Information Processing Systems 31, 2017.


J. Kleinberg, S. Mullainathan, M. Raghavan.

Inherent Trade-Offs in the Fair Determination of Risk Scores.
Proc. 8th Conf. on Innovations in Theoretical Computer Science (ITCS), 2017.


J. K"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.3425,"J. Leskovec, L. Backstrom, J. Kleinberg.
Meme-tracking and the
dynamics of the news cycle.
Proc. 15th ACM SIGKDD Intl. Conf. on Knowledge Discovery and Data Mining,
2009.


L. Backstrom, J. Kleinberg, R. Kumar.
Optimizing Web traffic via the Media 
Scheduling Problem.
Proc. 15th ACM SIGKDD Intl. Conf. on Knowledge Discovery and Data Mining,
2009.

 J. Kleinberg.
Temporal Dynamics of 
On-Line Information Streams.
In Data Stream Management: Processing High-Speed Data Streams,
(M. Garofalakis, J. G"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,title,0.35777813712807244,"A. Kumar, J. Kleinberg.

Fairness measures for resource allocation.
Proc. 41st IEEE Symposium on Foundations of Computer Science, 2000.

 J. Kleinberg, Y. Rabani, E. Tardos.

Fairness in routing and load balancing.
Proc. 40th IEEE Symposium on Foundations of Computer Science, 1999.

 J. Kleinberg, A. Kumar.  Wavelength
conversion in optical networks.
Proc. 10th ACM-SIAM Symposium on Discrete Algorithms, 1999.

 M. Charikar, J. Kleinberg, S.R. Kumar, S. Rajagopalan,
A. Sahai, A. Tomkins.

Minimiz"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,title,0.34872565424288626,"J. Kleinberg.
The Human Texture of Information. 
In 
Is the Internet Changing the Way You Think?
Harper Perennial 2011.

 
J. Kleinberg.
What Can Huge Datasets Teach Us About Society and Ourselves?
In Future Science, Vintage 2011.

 
J. Kleinberg.
The convergence of social and technological networks.
Communications of the ACM, 51(11):66-72, 2008.


J. Kleinberg, S. Lawrence.
The Structure of the Web. Science 294(2001), 1849.
This version also appears in the 

on-line edition of Science.


 J. Kl"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,journal,title,0.590945652173913,"B. Laufer, J. Kleinberg, H. Heidari.
The Backfiring Effect of Weak AI Safety Regulation.
arXiv/2503.20848, 2025.


M. Papachristou, J. Kleinberg.
Echoes of Disagreement: Measuring Disparity in Social Consensus.
arXiv/2504.07480, 2025.


K. Peng, R. Movva, J. Kleinberg, E. Pierson, N. Garg.
Use Sparse Autoencoders to Discover Unknown Concepts, Not to Act on Known Concepts.
arXiv/2506.23845, 2025.


Z. Tang, D. Jiao, E. Xue, R. McIlroy-Young, J. Kleinberg, S. Sen, A. Anderson.
Learning to Imitate "
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.325,"J. Kleinberg.
Temporal Dynamics of 
On-Line Information Streams.
In Data Stream Management: Processing High-Speed Data Streams,
(M. Garofalakis, J. Gehrke, R. Rastogi, eds.), Springer, 2004.

 J. Aizen, D. Huttenlocher, J. Kleinberg, A. Novak.

Traffic-Based Feedback on the Web.
Proceedings of the National Academy of Sciences 101(Suppl.1):5254-5260, 2004.
(Also available in pre-print form.)

 J. Kleinberg.
Bursty and Hierarchical Structure in Streams.
Proc. 8th ACM SIGKDD Intl. Conf. on Knowledg"
arxiv.org,https://arxiv.org/abs/2301.00001,div,header-breadcrumbs-mobile,journal,other,0.8751299212598426,arXiv:2301.00001 (cs)
arxiv.org,https://arxiv.org/abs/2302.00001,p,,journal,other,0.795,YOU make open access possible! Tell us why you support #openaccess and give to arXiv this week to help keep science open for all.
arxiv.org,https://arxiv.org/abs/2301.00001,div,column sorry-app-links,journal,other,0.7525,"Web Accessibility Assistance


arXiv Operational Status"
arxiv.org,https://arxiv.org/abs/2301.00001,div,browse,year,other,0.445,"Current browse context: cs.HC


< prev

  |   
next >


new
 | 
recent
 | 2023-01

    Change to browse by:
    
cs"
arxiv.org,https://arxiv.org/abs/2301.00002,div,button-and-tooltip,journal,other,0.8825,"Focus to learn more



                  arXiv-issued DOI via DataCite"
arxiv.org,https://arxiv.org/abs/2301.00001,div,tab,journal,other,0.5425,"arXivLabs: experimental projects with community collaborators
arXivLabs is a framework that allows collaborators to develop and share new arXiv features directly on our website.
Both individuals and organizations that work with arXivLabs have embraced and accepted our values of openness, community, excellence, and user data privacy. arXiv is committed to these values and only works with partners that adhere to them.
Have an idea for a project that will add value for arXiv's community? Learn more"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.3725,"J. Kleinberg, H. Attiya, N. Lynch.  Trade-offs
between message delivery and quiesce times in connection management
protocols.  Proc. 3rd Israel Symposium on Theory of Computing and Systems,
1995.

 J. Kleinberg, S. Mullainathan.  Resource bounds
and combinations of consensus objects.  Proc. 12th ACM Symposium on
Principles of Distributed Computing, 1993."
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,journal,title,0.44626237623762377,"M. Raghu, K. Blumer, G. Corrado, J. Kleinberg, Z. Obermeyer, S. Mullainathan.

The Algorithmic Automation Problem: Prediction, Triage, and Human Effort.
Machine Learning for Health (ML4H), 2018.


J. Kleinberg, H. Lakkaraju, J. Leskovec, J. Ludwig, S. Mullainathan.

Human Decisions and Machine Predictions.
Quarterly Journal of Economics (QJE) volume 133:1, February 2018.
Also appears as NBER Working Paper Number 23180, February 2017.


H. Lakkaraju, J. Kleinberg, J. Leskovec, J. Ludwig, S. Mulla"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.36,"R. El-Yaniv, J. Kleinberg.  Geometric two-server
algorithms.  Information Processing Letters 53(1995).

 J. Kleinberg.  The localization problem for
mobile robots.  Proc. 35th IEEE Symposium on Foundations of Computer
Science, 1994.

 J. Kleinberg.  On-line search in a simple
polygon.  Proc. 5th ACM-SIAM Symposium on Discrete Algorithms, 1994.

 J. Kleinberg.  A lower bound for two-server
balancing algorithms.  Information Processing Letters 51(1994)."
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,title,0.4552701375245579,"J. Kleinberg, C. Papadimitriou, P. Raghavan.
On the Value of Private Information.
Proc. 8th Conf. on Theoretical Aspects of Rationality and Knowledge, 2001.


 J. Kleinberg, E. Tardos.

Approximation Algorithms for
Classification Problems with Pairwise Relationships:
Metric Labeling and Markov Random Fields.
Proc. 40th IEEE Symposium on Foundations of Computer Science, 1999.

 J. Kleinberg, C. Papadimitriou, P. Raghavan.
A micro-economic
view of data mining.
Data Mining and Knowledge Discovery, "
arxiv.org,https://arxiv.org/abs/2302.00123,div,tab,title,other,0.5425,"arXivLabs: experimental projects with community collaborators
arXivLabs is a framework that allows collaborators to develop and share new arXiv features directly on our website.
Both individuals and organizations that work with arXivLabs have embraced and accepted our values of openness, community, excellence, and user data privacy. arXiv is committed to these values and only works with partners that adhere to them.
Have an idea for a project that will add value for arXiv's community? Learn more"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,journal,title,0.5409456521739131,"R. Rotabi, C. Danescu-Niculescu-Mizil, J. Kleinberg.

Tracing the Use of Practices through Networks of Collaboration.
Proc. 11th International AAAI Conference on Weblogs and Social Media (ICWSM), 2017.


R. Rotabi, C. Danescu-Niculescu-Mizil, J. Kleinberg.

Competition and Selection Among Conventions.
Proc. 26th International World Wide Web Conference, 2017.


R. Rotabi, K. Kamath, J. Kleinberg, A. Sharma.

Cascades: A view from Audience.
Proc. 26th International World Wide Web Conference, 2017."
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,journal,title,0.6209456521739131,"R. Movva, K. Peng, N. Garg, J. Kleinberg, E. Pierson.
Sparse Autoencoders for Hypothesis Generation.
Proc. 42nd Intl. Conf. on Machine Learning (ICML), 2025.


K. Donahue, J. Kleinberg.

Private Blotto: Viewpoint Competition with Polarized Agents.
Proc. 39th AAAI Conference on Artificial Intelligence (AAAI-25), 2025.


K. Peng, N. Garg, J. Kleinberg.
A No Free Lunch Theorem for Human-AI Collaboration.
Proc. 39th AAAI Conference on Artificial Intelligence (AAAI-25), 2025.


K. Tomlinson, T. Namjo"
arxiv.org,https://arxiv.org/abs/2302.00123,h1,,journal,other,0.8525,arXivLabs: experimental projects with community collaborators
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.33,"J. Kleinberg, J. Ludwig, S. Mullainathan, A. Rambachan.
Algorithmic Fairness.
AEA Papers and Proceedings 108:22-27, 2018.


R. Abebe, J. Kleinberg, D. Parkes.

Fair Division via Social Comparison.
Proc. 16th Intl. Conf. on Autonomous Agents and Multiagent Systems (AAMAS), 2017
.


G. Pleiss, M. Raghavan, F. Wu, J. Kleinberg, K. Weinberger.

On Fairness and Calibration.
Advances in Neural Information Processing Systems 31, 2017.


J. Kleinberg, S. Mullainathan, M. Raghavan.

Inherent Trade-Offs i"
arxiv.org,https://arxiv.org/abs/2302.00001,div,column,journal,other,0.735,"Copyright
Privacy Policy




Web Accessibility Assistance


arXiv Operational Status"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.425,"J. Kleinberg, P. Raghavan.
Query Incentive Networks.
Proc. 46th IEEE Symposium on Foundations of Computer Science, 2005.

 E. Anshelevich, A. Dasgupta, 
J. Kleinberg, E. Tardos, T. Wexler, T. Roughgarden.
The Price of Stability for Network Design with
Fair Cost Allocation.
Proc. 45th IEEE Symposium on Foundations of Computer Science, 2004."
arxiv.org,https://arxiv.org/abs/2303.00456,div,control,journal,author,0.6425,"All fields
Title
Author
Abstract
Comments
Journal reference
ACM classification
MSC classification
Report number
arXiv identifier
DOI
ORCID
arXiv author ID
Help pages
Full text"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.4025,"J. Kleinberg.  Two algorithms
for nearest-neighbor search in high dimensions.
Proc. 29th ACM Symposium on Theory of Computing, 1997."
arxiv.org,https://arxiv.org/abs/2303.00456,p,,journal,other,0.6475,"Both individuals and organizations that work with arXivLabs have embraced and accepted our values of openness, community, excellence, and user data privacy. arXiv is committed to these values and only works with partners that adhere to them."
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.3575,"A. Borodin, J. Kleinberg, P. Raghavan, M. Sudan, D. Williamson.
Adversarial queueing theory.
Proc. 28th ACM Symposium on Theory of Computing, 1996.

 D.M. Andrews, B. Awerbuch, A. Fernandez,
J. Kleinberg, F.T. Leighton, Z. Liu.
Universal stability results for greedy
contention-resolution protocols.
Proc. 37th IEEE Symposium on Foundations of Computer Science, 1996.


 E. Anshelevich, D. Kempe, J. Kleinberg.

Stability of Load Balancing Algorithms in Dynamic Adversarial Systems.
Proc. 34th ACM Sy"
arxiv.org,https://arxiv.org/abs/2302.00123,td,tablecell arxividv,journal,other,0.8175,"(or 
arXiv:2302.00123v1 [cs.CV] for this version)"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,title,0.31527813712807246,"J. Kleinberg.  Decision algorithms for
unsplittable flow and the half-disjoint paths problem.
Proc. 30th ACM Symposium on Theory of Computing, 1998.

 J. Kleinberg, Y. Rabani, E. Tardos.
Allocating bandwidth for bursty connections.
Proc. 29th ACM Symposium on Theory of Computing, 1997.

 J. Kleinberg.  Single-source unsplittable flow.
Proc. 37th IEEE Symposium on Foundations of Computer Science, 1996.

 J. Kleinberg, R. Rubinfeld.  Short paths
in expander graphs.
Proc. 37th IEEE Symposium on Fou"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.435,"J. Kleinberg, M. Goemans.  The Lovasz theta
function and a semi-definite programming relaxation of vertex cover.
SIAM J. Discrete Math, 11(1998).

 M. Goemans, J. Kleinberg.  An improved
approximation ratio for the minimum latency problem.
Proc. 7th ACM-SIAM Symposium on Discrete Algorithms, 1996."
arxiv.org,https://arxiv.org/abs/2301.00002,div,header-breadcrumbs is-hidden-mobile,journal,other,0.8905112719764672,> cs > arXiv:2301.00002
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.3375,"D. Huttenlocher, J. Kleinberg.  Comparing
point sets under projection.  Proc. 5th ACM-SIAM Symposium on
Discrete Algorithms, 1994.

 D. Huttenlocher, K. Kedem, J. Kleinberg.  On
dynamic Voronoi diagrams and the minimum Hausdorff distance for point
sets under Euclidean motion in the plane.  Proc. 8th ACM Symposium
on Computational Geometry, 1992."
